Date,SO2,CO,O3,NO2,PM10 (cap),PM2.5,temp,rain,ws,wd,BLH,Cr,Ni,Zn,As,Pb,Mn
2019-07-18 17,0.003130156,0.465257474,0.032251862,0.010625323,23.52180865,8,23.1,0,1.5,200,345.98608,0.87,1.5,27.32,4.07,9.18,4.48
2019-07-18 18,0.002506163,0.405597905,0.028852228,0.010294094,19.52673964,7,23.3,0,1.3,250,337.34155,0.63,1.1,9.96,0.71,1.48,1.26
2019-07-18 19,0.002386555,0.306653583,0.018211251,0.00792781,14.60710388,7,23.5,0,0.6,320,239.55147,0.97,1.05,12.28,1.03,2.74,6
2019-07-18 20,0.004548579,0.424386894,0.011781635,0.015901509,23.26161668,7,22.3,0,1.1,360,54.914734,1.22,1.25,15.4,1.33,3.49,8.78
2019-07-18 21,0.004434027,0.453862815,0.009632409,0.015250375,21.50778856,10,22.2,0,0.7,320,74.92572,1.26,1.23,14.01,1.5,3.19,8.26
2019-07-18 22,0.0037061,0.387022079,0.016064675,0.018896654,26.3670949,18,22.8,0,0.7,160,205.75732,1.81,12.35,355.25,44.45,66.08,34.08
2019-07-18 23,0.005234203,0.371716515,0.017960811,0.017637506,31.68858563,18,22.8,0,0.9,140,251.28491,2.16,10.11,228.93,26.29,45.57,18.42
2019-07-19 00,0.003,0.376266946,0.008,0.011,22,11,22.6,0,0.8,140,212.75096,0.56,3.76,20.25,4.31,7.09,3.5
2019-07-19 01,0.006889488,0.433673408,0.013729565,0.019232067,31.35339982,11,22.3,0.3,1.3,320,107.779465,0.82,5.38,56.17,8.31,12.68,6.31
2019-07-19 02,0.003131556,0.428357374,0.016145619,0.012181235,23.48455624,7,22.3,0.1,1,320,64.43138,0.81,1.6,21.48,5.93,8.31,2.35
2019-07-19 03,0.004344265,0.45769431,0.0115285,0.014287235,25.16687507,6,22.4,0,0.8,360,72.976654,0.37,1.58,25.42,9.21,14.16,1.2
2019-07-19 04,0.003902672,0.362302197,0.02278592,0.017384496,27.19505207,10,22.5,0,0.8,200,110.63132,0.45,2.07,29.33,10.43,17.01,1.38
2019-07-19 05,0.002929568,0.320021098,0.013701833,0.009270456,21.7985557,8,22.5,0,0.2,244.2451296,191.2385,0.63,1.7,17.59,4.98,7.63,2.79
2019-07-19 06,0.002323587,0.291535045,0.020065219,0.010953521,17.38402589,7,22.4,0,0.6,340,245.99442,1.17,1.41,18.36,3.41,4.63,7.66
2019-07-19 07,0.003468462,0.392821442,0.013139386,0.014314203,27.41532239,7,22.8,1.1,1.3,180,65.95462,1.71,2.92,54.18,4.82,7.87,8.27
2019-07-19 08,0.006663783,0.521215059,0.017069065,0.018518483,28.46554973,9,23.2,3,1.9,180,155.45935,1.04,4.83,63.09,8.36,18.51,3.79
2019-07-19 09,0.002580353,0.353685712,0.02447329,0.009154112,18.56321704,6,23.2,3.5,3.1,200,390.82397,0.76,1.36,12.25,1.11,2.95,0.41
2019-07-19 10,0.002684376,0.385851887,0.027108256,0.012142759,23.18470432,2,23.5,2.3,2.6,200,465.83887,1.02,0.71,22.75,1.17,3.24,6.51
2019-07-19 11,0.007884049,0.438587691,0.030209448,0.022159861,36.54321551,6,23.3,0.8,2.1,160,453.68066,0.89,2.5,44.11,8.87,18.44,21.55
2019-07-19 12,0.007721645,0.4801212,0.027809118,0.019123889,26.6533469,12,23.8,0,2.4,160,483.79004,1.56,2.92,225.84,67.4,133.17,47.56
2019-07-19 13,0.005935513,0.361917784,0.028915395,0.016290148,19,9,23.8,0.1,2,180,505.52344,0.57,2.6,76.12,15.64,43.17,19.99
2019-07-19 14,0.009,0.3,0.007,0.018,24,8,24.2,0.2,1.3,180,531.2329,0.53,1.74,80.48,20.19,53.73,1.43
2019-07-19 15,0.013,0.2,0.008,0.018,20,8,24.3,0,1.6,160,584.2505,1.68,3.29,97.37,21.8,51.06,25.33
2019-07-19 16,0.013,0.2,0.006,0.019,25,10,24.4,0,1.4,180,603.1577,1.94,4.7,95.87,20.02,44.39,27.11
2019-07-19 17,0.01,0.3,0.004,0.021,28,10,24.6,0,1.1,250,517.91113,1.98,4.18,45.54,5.48,9.63,7.95
2019-07-19 18,0.007,0.4,0.004,0.019,35,9,24.4,0,0.6,110,341.15674,2.57,6.05,30.79,2.97,5.14,8.14
2019-07-19 19,0.008,0.2,0.004,0.02,28,12,24.3,0,1.3,140,414.89404,1.7,9.98,49.69,1.4,2.9,41.33
2019-07-19 20,0.007,0.1,0.006,0.018,32,10,24.5,0,1.1,140,426.14062,0.99,10.35,29.27,0.66,1.72,30.05
2019-07-19 21,0.005,0.2,0.007,0.018,30,9,24.6,0,1.6,140,291.25366,1.76,6.74,35.38,0.46,1.37,15.34
2019-07-19 22,0.004,0.404769644,0.007,0.015,27,6,24.4,0,2.6,110,324.93433,2.06,3.87,45,0.55,0.84,11.31
2019-07-19 23,0.003,0.401600511,0.005,0.016,19,4,24.7,0,2.1,140,403.9292,3.64,3.22,44.07,0.44,1.22,7.28
2019-07-20 00,0.008,0.4,0.015,0.017,16,4,24.3,0.1,2.4,140,564.01807,1.38,1.91,28.33,0.38,0.43,6.67
2019-07-20 01,0.003,0.441133444,0.01,0.009,18,2,23.6,2.2,2,140,656.7822,0.78,2.07,17.82,0.42,0.65,4.89
2019-07-20 02,0.003,0.401453552,0.011,0.008,7,1,23.6,1.3,1.9,140,650.5935,0.5,1.7,10.35,0.27,1.42,2.65
2019-07-20 03,0.002,0.326839409,0.011,0.007,12,2,23.8,1.5,3,110,736.7886,0.59,1.09,11.58,0.32,0.78,2.01
2019-07-20 04,0.002,0.306747404,0.01,0.007,9,5.910968753,23.7,3.7,3.2,90,768.0945,0.33,1.27,7.86,0.22,0.26,0.86
2019-07-20 05,0.002,0.239396737,0.008,0.007,6,7.334517791,23.8,8,4.9,90,788.78076,0.56,1.43,3.62,0.07,0.24,0.41
2019-07-20 06,0.002,0.36348188,0.008,0.006,5,6.397191237,24,16.6,5.5,110,883.26904,0.26,0.47,4.2,0.16,0.01,0.51
2019-07-20 07,0.002,0.319495582,0.008,0.006,6,6.221580694,24.1,10.6,7.5,110,1433.3679,0.26,0.62,3.97,0.03,0.49,0.31
2019-07-20 08,0.002,0.182766175,0.008,0.006,5,5.456412067,24.1,7,5.6,110,1076.3193,1.51,0.52,7.41,0.433636841,0.52,0.86
2019-07-20 09,0.002,0.470557456,0.008,0.006,3,5.924917702,24,6.2,6.5,110,847.8716,0.95,0.88,8.38,0.15,0.3,5.75
2019-07-20 10,0.002,0.436903815,0.008,0.006,10,2,24.2,15.1,6.6,110,839.6572,0.53,0.29,15.63,0.13,0.28,9.84
2019-07-20 11,0.002,0.2,0.008,0.006,10,3,24.3,4.6,6.3,110,961.0276,0.33,0.61,35.37,0.27,0.31,13.32
2019-07-20 12,0.002,0.3,0.009,0.007,21,1,24.7,3.9,6.7,110,960.6631,0.73,1.2,31.41,0.29,0.57,19.75
2019-07-20 13,0.003,0.3,0.007,0.009,15,3,24.3,7.5,5.4,140,1219.1912,0.86,0.94,96.83,11.68365666,0.75,8.06
2019-07-20 14,0.003,0.3,0.007,0.01,14,5,24.2,6.8,4.3,160,1325.3616,1.18,1.15,72.37,0.16,0.52,2.1
2019-07-20 15,0.003,0.3,0.01,0.007,15,3,24.3,7.2,4.4,140,1117.7803,0.29,0.47,19.75,0.873560231,0.39,5.24
2019-07-20 16,0.003,0.3,0.008,0.008,20,1,24.2,11.2,3.8,140,961.94116,0.39,0.64,24.08,1.075806163,0.35,6.42
2019-07-20 17,0.003,0.3,0.006,0.011,16,3,24,7.1,4,140,793.5552,1.15,1.85,41.93,0.25,10.2899895,34.27
2019-07-20 18,0.004,0.3,0.01,0.009,18,4,23.9,3.1,4.1,160,813.06055,0.17,1.5,16.05,0.84,4.32,4.35
2019-07-20 19,0.007,0.4,0.007,0.017,18,3,24.2,0.2,3.6,180,713.6323,0.39,2.05,41.64,8.96,22.57,0.51
2019-07-20 20,0.008,0.3,0.012,0.015,20,4,23.6,0.4,3.1,160,689.6697,0.54,3.15,107.51,33.3,85.94,1.04
2019-07-20 21,0.005,0.3,0.019,0.011,35,8,23.5,0.6,3,160,842.9575,0.41,3.27,8.36,1.44,3.99,0.96
2019-07-20 22,0.004,0.3,0.021,0.009,30,7,23.4,1.6,3.8,160,1042.2976,0.35,3.1,12.46,0.17,1.01,0.37
2019-07-20 23,0.007,0.4,0.014,0.016,25,7,24.1,1.4,5.4,180,1179.425,0.3,2.34,114.02,35.54,80.09,1.14
2019-07-21 00,0.003,0.4,0.022,0.011,30,8,24.4,0.4,5.4,180,1187.3787,0.51,1.77,98.05,20.57,52.21,0.81
2019-07-21 01,0.003,0.3,0.023,0.01,23,4,24.3,0.1,5.4,180,1140.6685,0.38,2.17,6.62,0.13,0.58,0.39
2019-07-21 02,0.003,0.4,0.025,0.009,19,1,24.2,0.2,4.9,180,1153.5347,0.45,2.66,6.4,0.21,0.6,0.79
2019-07-21 03,0.003,0.4,0.025,0.01,17,4,24.1,0.4,4.5,180,1176.8389,0.09,3.06,18.73,0.16,0.62,1.06
2019-07-21 04,0.003,0.4,0.027,0.011,21,6,23.8,0.8,3.6,160,1179.2935,0.69,2.72,9.58,0.09,0.92,0.74
2019-07-21 05,0.003,0.4,0.027,0.012,18,6,23.7,0.7,3.5,180,1118.9758,0.31,2.47,11.89,0.22,0.91,0.69
2019-07-21 06,0.003,0.5,0.029,0.011,16,4,23.5,0.3,3.2,180,1030.3513,0.37,1.26,6.48,0.16,0.78,0.19
2019-07-21 07,0.003,0.5,0.031,0.009,9,2,23.6,0.1,3.5,180,909.5044,0.65,1.08,6.15,0.37,0.66,3.559154649
2019-07-21 08,0.003,0.6,0.031,0.009,6,1,23.7,0.4,3,180,775.2991,0.43,1.05,6.74,0.19,0.51,5.563083509
2019-07-21 09,0.003,0.6,0.03,0.011,8,4,24.1,0,3.7,200,738.3701,0.42,1.81,7.61,0.4,0.72,0.2
2019-07-21 10,0.003,0.5,0.03,0.011,10,4,24.5,0,4.2,200,719.98706,0.47,2.66,11.77,0.47,2.18,0.83
2019-07-21 11,0.003,0.4,0.03,0.01,10,5,25.3,0,4.5,200,707.0513,0.34,2.96,16.16,0.82,2.68,1.7
2019-07-21 12,0.002,0.4,0.032,0.009,14,11,26.2,0,4.9,200,665.9646,0.47,2.86,13.68,0.83,2.77,2.72
2019-07-21 13,0.002,0.3,0.035,0.009,18,11,27.5,0,3.7,200,595.3445,0.37,2.62,14.26,0.5,2.94,4.04
2019-07-21 14,0.002,0.3,0.037,0.008,17,10,27.9,0,4.2,200,559.76953,0.72,3.34,12.65,0.64,2.69,3.96
2019-07-21 15,0.002,0.4,0.039,0.008,17,10,28.1,0,3.7,200,541.8179,0.24,3.08,12.02,1.12,3.17,4.66
2019-07-21 16,0.002,0.4,0.038,0.009,17,11,28.6,0,3.6,230,517.0266,1.03,2.55,12.41,2.59,6.11,3.79
2019-07-21 17,0.002,0.4,0.039,0.007,18,15,29,0,3.7,230,483.82227,0.61,2.16,15.85,5.15,10.83,3.11
2019-07-21 18,0.002,0.4,0.037,0.008,25,11,27.9,0,3.8,200,480.77563,0.9,2.13,17.76,5.73,12.35,3.51
2019-07-21 19,0.002,0.4,0.033,0.01,25,16,26.8,0,2,200,492.365,1.33,2.22,20.65,6.04,12.86,4.83
2019-07-21 20,0.003,0.4,0.026,0.014,25,14,26.1,0,2.4,110,452.58667,1.28,3.37,44.69,8.7,28.81,5.62
2019-07-21 21,0.005,0.6,0.016,0.023,33,18,25.1,0,1.3,160,418.4807,1.09,4.27,50.78,8.62,26.77,6.58
2019-07-21 22,0.005,0.7,0.017,0.021,35,20,25,0,2.1,180,405.28833,0.59,4.74,34.06,6.22,17.1,6.59
2019-07-21 23,0.003,0.6,0.022,0.014,36,23,24.4,0,0.9,180,401.25195,0.92,4.69,26.1,4.56,10.12,6.01
2019-07-22 00,0.016,0.6,0.007,0.033,55,14,25.5,0,2.2,230,395.1245,0.57,3.28,23.1,3.67,9.87,4.1
2019-07-22 01,0.007,0.5,0.018,0.016,27,15,23.3,0,0.9,200,379.88257,0.71,5.25,127.48,19.47,72.64,3.81
2019-07-22 02,0.006,0.6,0.015,0.016,33,17,23.6,0,1.5,200,365.63208,0.93,4.07,52.67,8.17,26.39,2.91
2019-07-22 03,0.003,0.6,0.018,0.011,32,15,23.9,0,1.9,180,342.61548,0.38,3.06,45.29,5.78,18.27,2.68
2019-07-22 04,0.003,0.5,0.018,0.009,21,18,23.6,0,0.1,297.9063176,302.5127,0.49,2.73,31.99,4.78,14.51,2.54
2019-07-22 05,0.003,0.4,0.017,0.009,21,17,23.5,0,2.3,200,269.85815,0.67,2.43,23.72,3.71,10,2.79
2019-07-22 06,0.003,0.4,0.018,0.01,26,14,23.5,0,1.8,360,224.54979,1.11,2.45,25.96,2.79,9.41,4.03
2019-07-22 07,0.002,0.4,0.015,0.01,27,25,24.3,0,0.8,20,92.68964,1.17,2.47,31.06,3.37,9.35,4.65
2019-07-22 08,0.003,0.5,0.011,0.015,29,24,26.1,0,0.6,20,171.6183,1.28,2.7,35.59,3.02,9.97,5.45
2019-07-22 09,0.003,0.5,0.019,0.018,34,27,28,0,0.8,50,303.98853,1.2,2.32,39.5,2.93,9.69,5.9
2019-07-22 10,0.003,0.5,0.032,0.016,38,28,29,0,2,200,480.89697,1.62,1.92,41.66,3.04,10.15,7.21
2019-07-22 11,0.002819685,0.411163961,0.051415666,0.011709555,31.55145108,25,30.6,0,1.8,250,664.4807,1.52,1.8,43.01,2.58,10.38,9.85
2019-07-22 12,0.002827003,0.382136007,0.047281521,0.012537283,38,24,31.1,0,1.4,250,738.41113,1.59,1.74,42.26,2.62,9.52,9.96
2019-07-22 13,0.002,0.4,0.058,0.007,37,23,30.7,0,0.9,50,783.333,1.76,1.64,39.83,2.14,9.03,8.26
2019-07-22 14,0.008,0.5,0.039,0.03,35,25,30.5,0,0.9,230,731.6765,4.8,11.54,117.67,3.78,15.68,19.01
2019-07-22 15,0.008,0.5,0.043,0.03,46,22,31.6,0,1.1,200,634.2495,1.48,5.68,62.78,4.02,15.61,12.81
2019-07-22 16,0.009,0.5,0.048,0.028,47,19,31.2,0,0.7,110,568.7715,2.06,7.99,72.11,3.16,13.3,42.71
2019-07-22 17,0.007,0.5,0.055,0.024,53,27,32.5,0,1.4,290,485.5271,2.16,10.01,116.22,3.65,13.83,58.15
2019-07-22 18,0.002,0.4,0.048,0.008,45,17,32,0,1.6,270,339.0581,1.48,1.48,38.68,2.18,8.41,8.35
2019-07-22 19,0.005,0.4,0.043,0.016,29,18,30.1,0,1.8,230,262.63086,2.15,1.97,43.63,2.4,9.42,12.92
2019-07-22 20,0.003,0.5,0.048,0.011,42,29,28.1,0,2.3,270,235.06676,4.6,4.49,55.86,2.57,10.06,24.6
2019-07-22 21,0.003,0.5,0.044,0.014,47,28,27.3,0,1,90,216.50446,6.88,6.41,59.02,1.96,7.56,32
2019-07-22 22,0.008,0.6,0.009,0.038,46,27,26.5,0,0.6,340,195.1779,6.02,6.05,56.79,1.86,7.5,31.75
2019-07-22 23,0.017,0.6,0.002,0.04,57,26,25.5,0,0.3,246.8799523,157.08145,5.01,5.7,53.54,2.14,8.37,28.69
2019-07-23 00,0.004,0.5,0.019,0.01,23,25,26.4,0,1.6,270,117.80289,4.71,5.58,50.25,1.99,7.75,26.23
2019-07-23 01,0.003,0.5,0.022,0.014,49,31,26.1,0,1.3,290,109.740005,3.81,4.79,43.57,1.57,6.43,20.62
2019-07-23 02,0.003,0.5,0.019,0.012,38,25,25.9,0,2.7,270,113.53647,3.19,4.66,47.43,1.7,5.6,17.85
2019-07-23 03,0.002,0.5,0.025,0.008,37,22,26.1,0,1.7,270,117.4893,2.6,3.67,61.62,1.63,8.65,13.5
2019-07-23 04,0.003,0.5,0.025,0.007,29,23,26,0,2.2,270,104.54002,1.8,3.19,67.98,1.76,9.18,13.4
2019-07-23 05,0.002,0.5,0.019,0.008,36,23,25.6,0,2.4,270,87.1241,2.11,2.97,46.95,1.97,7.88,11
2019-07-23 06,0.002,0.5,0.018,0.009,33,25,25.7,0,2.4,290,84.39574,2.38,2.95,49.64,2.05,7.69,10.45
2019-07-23 07,0.002,0.5,0.014,0.012,37,20,26.6,0,1.6,250,116.95587,1.99,3.02,46.6,1.48,5.75,8.74
2019-07-23 08,0.003,0.4,0.016,0.012,34,24,28.8,0,1.2,230,177.28195,2.03,2.85,44.8,1.28,5.75,9.62
2019-07-23 09,0.002,0.4,0.024,0.011,27,20,29.3,0,2.6,200,299.62964,1.66,2.42,39.66,1.29,5.45,8.28
2019-07-23 10,0.002,0.4,0.03,0.011,27,17,30.8,0,2.1,270,452.59326,1.660448508,3.20936639,62.11763597,6.562370317,24.41155282,10.88363958
2019-07-23 11,0.002,0.4,0.038,0.007,24,9,31.7,0,2.1,290,642.7527,1.03725019,0.634429643,24.42255534,1.344326956,5.908089248,7.306601584
2019-07-23 12,0.002,0.3,0.04,0.006,18,10,31.5,0,1.9,270,795.3804,0.635984776,0.579656455,23.1147843,1.22886268,5.504647523,6.532903688
2019-07-23 13,0.002,0.3,0.032,0.005,21,10,32.6,0,2.4,250,844.41016,0.92,0.91,14.34,0.46,2.23,2.75
2019-07-23 14,0.002,0.3,0.033,0.006,16,7,33.6,0,1.6,290,828.7754,0.68,0.7,12.45,0.45,1.93,2.41
2019-07-23 15,0.002,0.3,0.041,0.008,15,8,33,0,0.5,200,650.59424,0.77,1.07,18.15,0.45,2.29,2.74
2019-07-23 16,0.017,0.5,0.023,0.039,20,25,31.5,0,1.4,160,490.28174,3.64,35.23,214.8,3.46,24.41,170.04
2019-07-23 17,0.019,0.5,0.026,0.042,49,21,31.6,0,1.1,160,397.19238,2.57,28.71,196.39,14.23,48.52,117.21
2019-07-23 18,0.015,0.4,0.027,0.034,55,14,31.5,0,2.4,230,347.0022,1.24,2.67,36.48,0.7,4.1,12.66
2019-07-23 19,0.003,0.4,0.049,0.014,42,10,30.2,0,2.7,200,294.58545,3.06,2.92,32.46,0.53,3.49,14.62
2019-07-23 20,0.011,0.5,0.021,0.03,30,17,27.9,0,0.2,206.6524677,256.99805,4.86,4.95,41.62,0.86,5.31,25.29
2019-07-23 21,0.016,0.5,0.002,0.038,37,16,27,0,0.1,201.5167147,271.98193,5.85,7.5,46.9,0.61,5.68,32.9
2019-07-23 22,0.013,0.5,0.005,0.035,45,14,27.6,0,1.9,250,284.73608,5.46,8.53,48.08,0.87,5.36,31.63
2019-07-23 23,0.004,0.4,0.024,0.013,38,11,26.5,0,1.3,290,301.33423,3.55,5.41,31.29,0.34,2.54,23.84
2019-07-24 00,0.003,0.3,0.012,0.012,20,10,26.2,0,1.6,270,346.17407,2.53,3.75,35.64,0.64,1.87,16.36
2019-07-24 01,0.004,0.5,0.016,0.009,23,13,25.8,0,1.9,290,352.19336,1.32,2.87,32.63,0.16,2.71,10.84
2019-07-24 02,0.004,0.4,0.015,0.009,16,11,26.2,0,2,270,321.1316,1.52,3.01,38.83,0.52,2.33,12.37
2019-07-24 03,0.003,0.4,0.017,0.007,17,15,25.6,0,1.4,290,302.2256,0.63,1.78,18.82,1.802178922,1.88,3.78
2019-07-24 04,0.003,0.3,0.019,0.006,13,10,25.8,0,2.5,250,320.21362,0.58,1.68,18.95,0.08,1.38,2.9
2019-07-24 05,0.003,0.3,0.019,0.006,16,6,25.4,0,1.7,230,355.36914,0.35,1.49,26.59,0.25,1.04,5.66
2019-07-24 06,0.003,0.3,0.014,0.008,13,7,25.4,0,0.7,180,384.4878,0.84,1.4,22.47,0.985573136,1.38,2.97
2019-07-24 07,0.003,0.3,0.01,0.011,12,8,25.6,0,0.6,290,471.09106,0.77,1.75,23.89,0.18,1.27,2.26
2019-07-24 08,0.003,0.4,0.011,0.011,13,12,26.9,0,2.8,200,558.0393,0.92,1.54,23.64,0.37,1.08,1.73
2019-07-24 09,0.003,0.4,0.015,0.01,20,16,27.9,0,3,230,580.9116,0.58,1.86,23.16,0.1,2.07,1.62
2019-07-24 10,0.003,0.4,0.022,0.009,22,13,28.9,0,3.1,250,634.80347,0.86,1.59,18.09,0.26,1.82,2.55
2019-07-24 11,0.003,0.4,0.032,0.009,21,14,29.6,0,2.8,250,747.7197,1.17,1.85,22.15,0.28,2.11,5.33
2019-07-24 12,0.003,0.3,0.038,0.007,19,14,30.7,0,3.5,230,615.48584,1.52,2.18,20.95,0.08,2,5.91
2019-07-24 13,0.003,0.3,0.045,0.007,14,12,31.2,0,3.1,230,653.75,1.77,1.82,14.79,0.35,1.36,6.17
2019-07-24 14,0.003,0.3,0.052,0.007,22,14,32,0,3.2,200,667.7092,3.01,2.34,19.51,0.22,2.06,10.64
2019-07-24 15,0.003,0.3,0.052,0.008,19,15,30.7,0,2.9,230,665.85913,3.16,3.12,23,0.14,2.23,15.36
2019-07-24 16,0.003,0.3,0.042,0.011,26,13,29.4,0,3.7,200,580.1467,4.16,3.67,22.8,0.26,2.04,15.26
2019-07-24 17,0.003,0.3,0.029,0.012,24,12,29.2,0,2.7,200,506.77368,4.29,4.4,26.1,0.27,2.22,12.66
2019-07-24 18,0.002,0.3,0.028,0.011,17,12,28.8,0,3,200,469.87085,2.97,2.83,40.5,0.35,2.15,14.36
2019-07-24 19,0.002,0.3,0.024,0.012,19,8,28.1,0,2.3,200,403.50977,3.27,2.91,22.5,0.24,2.73,11.45
2019-07-24 20,0.002,0.3,0.019,0.012,19,7,27.4,0,3.4,200,319.61865,4.74,4.52,21.62,0.36,4.29,11.53
2019-07-24 21,0.002,0.3,0.016,0.011,17,8,27,0,2.5,200,365.7224,3.33,3.71,19.61,0.32,3.16,10.04
2019-07-24 22,0.006,0.4,0.009,0.017,15,9,26.4,0,3.1,200,413.72314,2.52,4.67,25.2,0.4,2.24,16.57
2019-07-24 23,0.003,0.3,0.012,0.014,25,12,26,0,1.7,200,424.34058,1.86,4.17,22.04,0.25,1.65,13.13
2019-07-25 00,0.003,0.3,0.021,0.012,41,11,25.7,0,1.5,230,411.44482,1.72,4.27,21.52,0.32,1.6,9.47
2019-07-25 01,0.003,0.3,0.012,0.011,19,12,25.2,0,0.9,200,419.68774,1.32,4.25,23.22,0.18,2.38,7.23
2019-07-25 02,0.002,0.3,0.014,0.01,23,12,25.4,0,1.3,200,426.31274,1.13,5.11,26.43,0.65,2.3,6.92
2019-07-25 03,0.003,0.3,0.017,0.008,21,17,26.2,0,2.7,200,409.14917,0.98,4.56,26.73,0.62,2.15,6.81
2019-07-25 04,0.003,0.3,0.02,0.007,21,9,25.7,0,1.6,200,384.56592,0.49,3.46,21.19,0.38,1.9,4.87
2019-07-25 05,0.002,0.3,0.021,0.007,20,8,25.5,0,0.7,200,392.6516,1.14,3.39,21.2,0.28,1.7,3.68
2019-07-25 06,0.006,0.3,0.007,0.015,16,10,25.3,0,0.2,160.0546349,421.64185,1.13,3.02,18.59,0.26,1.76,3.13
2019-07-25 07,0.012,0.4,0.004,0.02,27,8,26.7,0,0.3,220.0611297,427.02637,2.23,8.72,75.6,3.96,14.84,4.64
2019-07-25 08,0.007,0.4,0.008,0.018,31,7,27.4,0,1,160,399.65503,1.43,4.26,30.15,0.81,4.92,3.94
2019-07-25 09,0.003,0.3,0.012,0.016,25,9,27.1,0,2.6,200,447.58716,1.4,3.88,23.32,0.72,2.7,4.16
2019-07-25 10,0.002,0.3,0.019,0.014,24,12,28.4,0,2.6,180,520.5725,1.39,4.43,27.69,0.59,2.79,6
2019-07-25 11,0.002,0.3,0.023,0.014,24,17,28.6,0,3.4,200,514.6665,2.39,4.6,27.74,0.8,2.57,6.03
2019-07-25 12,0.002,0.3,0.031,0.011,21,11,29.5,0,4.1,200,569.32666,3.41,5.46,29.4,0.8,3.13,8.46
2019-07-25 13,0.002,0.3,0.039,0.01,26,12,29.8,0,3.7,200,637.7444,2.91,4.01,25.51,0.63,3.09,9.44
2019-07-25 14,0.003,0.3,0.039,0.012,22,12,29.5,0,4.1,200,661.803,6.67,6.64,37.36,0.7,4.52,19.28
2019-07-25 15,0.002,0.3,0.042,0.01,27,24,29.5,0,3.9,200,609.61646,6.74,7.34,40.55,0.92,4.77,23.46
2019-07-25 16,0.002,0.3,0.032,0.012,38,16,28.8,0,3.9,200,550.6072,5.34,6.21,36.68,0.68,3.75,23.42
2019-07-25 17,0.002,0.3,0.026,0.013,25,13,28.1,0,2.8,200,523.63477,6.23,6.85,40.89,0.61,3.76,23.59
2019-07-25 18,0.002,0.3,0.024,0.013,27,12,27.9,0,2.7,200,450.83203,4.73,5.34,42.82,0.6,3.9,27.04
2019-07-25 19,0.002,0.3,0.024,0.014,19,10,27.8,0,2.1,200,364.0437,3.44,5.15,32.26,0.86,3.2,22.55
2019-07-25 20,0.004,0.4,0.016,0.019,19,10,26.7,0,0.1,236.1387889,325.25708,3.75,5.22,33.4,0.8,4.07,19.15
2019-07-25 21,0.014,0.5,0.002,0.032,34,19,25.6,0,0.2,197.3620862,285.29004,6.04,16.65,133.06,5.04,18.48,25.24
2019-07-25 22,0.023,0.6,0.002,0.033,44,27,25.4,0,0.3,238.7190042,340.46997,3.4,13.97,117.95,3.71,12.5,23.61
2019-07-25 23,0.01,0.5,0.011,0.024,60,24,26.8,0,2.7,200,411.18213,3.33,6,41.86,0.81,4.96,16.92
2019-07-26 00,0.003,0.3,0.011,0.012,26,17,26.9,0,2.2,200,473.1123,2.54,4.99,33.37,0.75,5.23,11.13
2019-07-26 01,0.002,0.3,0.024,0.009,26,11,27.1,0,2.6,200,515.4468,1.81,4.6,19.39,0.55,2.62,3.61
2019-07-26 02,0.009,0.4,0.008,0.019,17,13,26.1,0,0.4,202.4194049,549.2859,1.29,5.89,29.07,1.65,6.69,4.6
2019-07-26 03,0.006,0.4,0.017,0.013,21,11,26.5,0,1.2,200,551.53296,0.97,3.54,23.39,1.58,43.84,5.26
2019-07-26 04,0.003,0.3,0.024,0.007,26,10,26.3,0,2.3,200,524.2141,0.71,3.04,16.05,0.41,9.15,3.03
2019-07-26 05,0.003,0.3,0.024,0.007,17,9,25.9,0,1,200,507.82764,0.77,2.87,19.49,0.13,3.41,3.22
2019-07-26 06,0.003,0.3,0.018,0.009,14,7,26.3,0,0.9,200,492.99585,0.5,2.5,27.28,0.22,3.65,3.71
2019-07-26 07,0.003,0.3,0.017,0.01,17,6,27.3,0,2.1,180,524.58496,0.77,2.82,31.95,0.45,3.39,3.16
2019-07-26 08,0.005,0.4,0.018,0.015,19,7,28.4,0,2.6,180,590.9363,1,3.43,26.25,0.69,4.05,3.59
2019-07-26 09,0.003,0.4,0.021,0.013,31,10,28.3,0,2.9,200,638.0364,1.1,3.28,28.05,0.45,4.05,3.76
2019-07-26 10,0.003,0.3,0.02,0.013,20,11,28.3,0,3.1,230,709.9968,1.03,3.37,32.53,0.48,3.71,5.6
2019-07-26 11,0.003,0.3,0.024,0.012,22,14,28.5,0,3.5,200,774.4304,1.62,4.79,37.8,0.53,3.38,9.3
2019-07-26 12,0.003,0.3,0.025,0.012,19,17,29.7,0,3.5,200,861.4595,3.26,5.38,29.31,0.5,3.29,12.45
2019-07-26 13,0.003,0.4,0.029,0.011,19,15,28.9,0,3.2,180,914.5823,2.8,4.42,28.63,0.26,3.39,12.1
2019-07-26 14,0.002,0.3,0.028,0.012,23,10,29.4,0,5.2,200,813.6531,3.42,3.97,28.02,0.48,2.63,11.87
2019-07-26 15,0.002,0.3,0.03,0.01,24,13,29.6,0,4.2,200,802.4573,1.29,3.62,21.11,0.16,2.62,11.08
2019-07-26 16,0.002,0.3,0.029,0.009,23,11,28.6,0,4.1,200,777.73486,1.55,3.7,19.08,0.17,1.92,11.4
2019-07-26 17,0.002,0.3,0.021,0.011,17,7,28.2,0,3.3,200,677.8989,2.52,3.85,14.89,0.39,1.65,9.94
